exp_subject_id,Trial_Nr,response,scramble,Musician,yrs_mus_exp
353952,5,Correct,1B,Yes,10
353952,6,Incorrect,8B,Yes,10
353952,7,Correct,2B,Yes,10
353952,8,Correct,2B,Yes,10
355338,1,Correct,2B,No,NA
355338,2,Correct,8B,No,NA
355338,3,Incorrect,1B,No,NA
355338,4,Correct,8B,No,NA
355338,5,Correct,intact,No,NA
355338,6,Correct,2B,No,NA
355338,7,Correct,intact,No,NA
355338,8,Correct,1B,No,NA
353985,1,Incorrect,8B,Yes,8
353985,2,Incorrect,1B,Yes,8
353985,3,Incorrect,2B,Yes,8
353985,4,Incorrect,intact,Yes,8
353985,5,Incorrect,1B,Yes,8
353985,6,Incorrect,intact,Yes,8
353985,7,Correct,8B,Yes,8
353985,8,Incorrect,2B,Yes,8
346026,1,Correct,2B,Yes,5
346026,2,Incorrect,1B,Yes,5
346026,3,Correct,2B,Yes,5
346026,4,Correct,8B,Yes,5
346026,5,Incorrect,1B,Yes,5
346026,6,Correct,intact,Yes,5
346026,7,Incorrect,intact,Yes,5
346026,8,Correct,8B,Yes,5
356786,1,Incorrect,1B,Yes,8
356786,2,Incorrect,8B,Yes,8
356786,3,Incorrect,intact,Yes,8
356786,4,Incorrect,1B,Yes,8
356786,5,Incorrect,2B,Yes,8
356786,6,Incorrect,intact,Yes,8
356786,7,Incorrect,8B,Yes,8
356786,8,Correct,2B,Yes,8
355516,1,Incorrect,1B,No,NA
355516,2,Incorrect,2B,No,NA
355516,3,Correct,2B,No,NA
355516,4,Incorrect,1B,No,NA
355516,5,Incorrect,8B,No,NA
355516,6,Incorrect,8B,No,NA
355516,7,Correct,intact,No,NA
355516,8,Correct,intact,No,NA
