exp_subject_id,Trial_Nr,response,scramble,Musician,yrs_mus_exp
481793,17,Correct,1B,No,NA
481793,18,Incorrect,2B,No,NA
481793,19,NA,1B,No,NA
481793,20,Correct,1B,No,NA
481793,21,Incorrect,2B,No,NA
481793,22,Correct,8B,No,NA
481793,23,Correct,1B,No,NA
481793,24,Correct,1B,No,NA
481793,25,Correct,2B,No,NA
481793,26,Correct,2B,No,NA
481793,27,Correct,1B,No,NA
481793,28,Correct,2B,No,NA
481793,29,Incorrect,1B,No,NA
481793,30,Correct,8B,No,NA
481795,2,Correct,1B,No,NA
481795,6,Correct,1B,No,NA
481795,9,Correct,1B,No,NA
481795,11,Correct,1B,No,NA
481795,13,Correct,1B,No,NA
481795,18,Correct,1B,No,NA
481795,21,Correct,1B,No,NA
481795,22,Correct,1B,No,NA
481795,24,Correct,1B,No,NA
481795,27,Correct,1B,No,NA
481795,4,Correct,2B,No,NA
481795,5,Correct,2B,No,NA
481795,10,Incorrect,2B,No,NA
481795,14,Correct,2B,No,NA
481795,16,Incorrect,2B,No,NA
481795,19,Correct,2B,No,NA
481795,20,Incorrect,2B,No,NA
481795,25,Correct,2B,No,NA
481795,26,Incorrect,2B,No,NA
481795,30,Correct,2B,No,NA
481795,1,Correct,8B,No,NA
481795,3,Correct,8B,No,NA
481795,7,Correct,8B,No,NA
481795,8,Incorrect,8B,No,NA
481795,12,Incorrect,8B,No,NA
481795,15,Incorrect,8B,No,NA
481795,17,Correct,8B,No,NA
481795,23,Correct,8B,No,NA
481795,28,Correct,8B,No,NA
481795,29,Incorrect,8B,No,NA
481798,1,Incorrect,1B,No,NA
481798,2,Correct,8B,No,NA
481798,3,Incorrect,1B,No,NA
481798,4,Correct,1B,No,NA
481798,5,Correct,8B,No,NA
481798,6,Correct,8B,No,NA
481798,7,Correct,2B,No,NA
481798,8,Correct,8B,No,NA
481798,9,Incorrect,8B,No,NA
481798,10,Correct,8B,No,NA
481798,11,Incorrect,1B,No,NA
481798,12,Correct,8B,No,NA
481798,13,Correct,2B,No,NA
481798,14,Incorrect,2B,No,NA
481798,15,Correct,2B,No,NA
481798,16,Correct,1B,No,NA
481798,17,Correct,1B,No,NA
481798,18,Incorrect,1B,No,NA
481798,19,Incorrect,2B,No,NA
481798,20,Correct,2B,No,NA
481798,21,Correct,2B,No,NA
481798,22,Correct,2B,No,NA
481798,23,Correct,1B,No,NA
481798,24,Incorrect,2B,No,NA
481798,25,Correct,2B,No,NA
481798,26,Correct,1B,No,NA
481798,27,Incorrect,1B,No,NA
481798,28,Correct,8B,No,NA
481798,29,Correct,8B,No,NA
481798,30,Incorrect,8B,No,NA
481803,4,Correct,1B,Yes,10
481803,7,Incorrect,1B,Yes,10
481803,10,Correct,1B,Yes,10
481803,12,Incorrect,1B,Yes,10
481803,13,Incorrect,1B,Yes,10
481803,18,Incorrect,1B,Yes,10
481803,22,Correct,1B,Yes,10
481803,24,Correct,1B,Yes,10
481803,26,NA,1B,Yes,10
481803,28,Correct,1B,Yes,10
481803,2,Correct,2B,Yes,10
481803,5,NA,2B,Yes,10
481803,8,Incorrect,2B,Yes,10
481803,15,Correct,2B,Yes,10
481803,16,Correct,2B,Yes,10
481803,20,Correct,2B,Yes,10
481803,25,Correct,2B,Yes,10
481803,27,Incorrect,2B,Yes,10
481803,29,Incorrect,2B,Yes,10
481803,30,Incorrect,2B,Yes,10
481803,1,Correct,8B,Yes,10
481803,3,Incorrect,8B,Yes,10
481803,6,Correct,8B,Yes,10
481803,9,Correct,8B,Yes,10
481803,11,Correct,8B,Yes,10
481803,14,NA,8B,Yes,10
481803,17,Correct,8B,Yes,10
481803,19,Correct,8B,Yes,10
481803,21,Correct,8B,Yes,10
481803,23,Correct,8B,Yes,10
481809,1,Incorrect,2B,No,NA
481809,2,Correct,1B,No,NA
481809,3,Incorrect,2B,No,NA
481809,4,Incorrect,1B,No,NA
481809,5,Correct,8B,No,NA
481809,6,Incorrect,2B,No,NA
481809,7,Correct,1B,No,NA
481809,8,Correct,2B,No,NA
481809,9,Correct,8B,No,NA
481809,10,Correct,8B,No,NA
481809,11,Incorrect,1B,No,NA
481809,12,Incorrect,2B,No,NA
481809,13,Incorrect,1B,No,NA
481809,14,Incorrect,2B,No,NA
481809,15,Incorrect,1B,No,NA
481809,16,Correct,8B,No,NA
481809,17,Correct,2B,No,NA
481809,18,Correct,8B,No,NA
481809,19,Correct,2B,No,NA
481809,20,Correct,8B,No,NA
481809,21,Correct,2B,No,NA
481809,22,Correct,8B,No,NA
481809,23,Correct,1B,No,NA
481809,24,Correct,8B,No,NA
481809,25,Correct,1B,No,NA
481809,26,Correct,8B,No,NA
481809,27,Correct,8B,No,NA
481809,28,Incorrect,2B,No,NA
481809,29,Incorrect,1B,No,NA
481809,30,Correct,1B,No,NA
481810,3,Incorrect,1B,No,NA
481810,9,Incorrect,1B,No,NA
481810,11,Correct,1B,No,NA
481810,13,Correct,1B,No,NA
481810,16,Incorrect,1B,No,NA
481810,17,Incorrect,1B,No,NA
481810,18,Correct,1B,No,NA
481810,23,Incorrect,1B,No,NA
481810,27,Incorrect,1B,No,NA
481810,30,Incorrect,1B,No,NA
481810,2,Correct,2B,No,NA
481810,4,Correct,2B,No,NA
481810,7,Correct,2B,No,NA
481810,8,Correct,2B,No,NA
481810,15,Incorrect,2B,No,NA
481810,19,Correct,2B,No,NA
481810,20,Correct,2B,No,NA
481810,21,Correct,2B,No,NA
481810,25,Incorrect,2B,No,NA
481810,28,Correct,2B,No,NA
481810,1,Correct,8B,No,NA
481810,5,Correct,8B,No,NA
481810,6,Correct,8B,No,NA
481810,10,Correct,8B,No,NA
481810,12,Correct,8B,No,NA
481810,14,Incorrect,8B,No,NA
481810,22,Correct,8B,No,NA
481810,24,Correct,8B,No,NA
481810,26,Incorrect,8B,No,NA
481810,29,Correct,8B,No,NA
481819,1,Incorrect,1B,No,NA
481819,2,Correct,8B,No,NA
481819,3,Incorrect,1B,No,NA
481819,4,Correct,2B,No,NA
481819,5,Correct,2B,No,NA
481819,6,Incorrect,1B,No,NA
481819,7,Correct,8B,No,NA
481819,8,Correct,1B,No,NA
481819,9,Incorrect,1B,No,NA
481819,10,Correct,8B,No,NA
481819,11,Correct,2B,No,NA
481819,12,Correct,2B,No,NA
481819,13,Correct,8B,No,NA
481819,14,Incorrect,1B,No,NA
481819,15,Incorrect,2B,No,NA
481819,16,Incorrect,8B,No,NA
481819,17,Correct,1B,No,NA
481819,18,Correct,8B,No,NA
481819,19,Correct,8B,No,NA
481819,20,Correct,8B,No,NA
481819,21,Incorrect,1B,No,NA
481819,22,Correct,2B,No,NA
481819,23,Correct,1B,No,NA
481819,24,Incorrect,2B,No,NA
481819,25,Correct,8B,No,NA
481819,26,Incorrect,2B,No,NA
481819,27,Correct,2B,No,NA
481819,28,Correct,8B,No,NA
481819,29,Incorrect,2B,No,NA
481819,30,Incorrect,1B,No,NA
481847,1,Correct,2B,No,NA
481847,2,Incorrect,8B,No,NA
481847,3,Incorrect,2B,No,NA
481847,4,Incorrect,8B,No,NA
481847,5,Incorrect,2B,No,NA
481847,6,Correct,2B,No,NA
481847,7,Correct,1B,No,NA
481847,8,Correct,1B,No,NA
481847,9,Correct,2B,No,NA
481847,10,Correct,1B,No,NA
481847,11,Incorrect,2B,No,NA
481847,12,Correct,8B,No,NA
481847,13,Correct,2B,No,NA
481847,14,Correct,8B,No,NA
481847,15,Incorrect,2B,No,NA
481847,16,Correct,1B,No,NA
481847,17,Incorrect,8B,No,NA
481847,18,Correct,1B,No,NA
481847,19,Correct,1B,No,NA
481847,20,Incorrect,8B,No,NA
481847,21,Correct,8B,No,NA
481847,22,Correct,1B,No,NA
481847,23,Correct,8B,No,NA
481847,24,Correct,1B,No,NA
481847,25,Correct,2B,No,NA
481847,26,Correct,8B,No,NA
481847,27,Incorrect,2B,No,NA
481847,28,Correct,8B,No,NA
481847,29,Correct,1B,No,NA
481847,30,Correct,1B,No,NA
481848,1,Correct,8B,Yes,10
481848,2,Correct,2B,Yes,10
481848,3,Correct,8B,Yes,10
481848,4,Correct,1B,Yes,10
481848,5,Incorrect,2B,Yes,10
481848,6,Incorrect,2B,Yes,10
481848,7,Correct,2B,Yes,10
481848,8,Correct,1B,Yes,10
481848,9,Correct,8B,Yes,10
481848,10,Correct,2B,Yes,10
481848,11,Correct,2B,Yes,10
481848,12,Correct,8B,Yes,10
481848,13,Correct,2B,Yes,10
481848,14,Correct,8B,Yes,10
481848,15,Correct,1B,Yes,10
481848,16,Correct,8B,Yes,10
481848,17,Correct,2B,Yes,10
481848,18,Correct,8B,Yes,10
481848,19,Correct,1B,Yes,10
481848,20,Incorrect,2B,Yes,10
481848,21,Correct,2B,Yes,10
481848,22,Incorrect,1B,Yes,10
481848,23,Correct,1B,Yes,10
481848,24,Correct,8B,Yes,10
481848,25,Correct,1B,Yes,10
481848,26,Correct,1B,Yes,10
481848,27,Correct,8B,Yes,10
481848,28,Incorrect,1B,Yes,10
481848,29,Correct,8B,Yes,10
481848,30,Incorrect,1B,Yes,10
481850,1,Correct,1B,Yes,6
481850,2,Incorrect,1B,Yes,6
481850,3,Correct,8B,Yes,6
481850,4,Incorrect,1B,Yes,6
481850,5,Correct,8B,Yes,6
481850,6,Correct,1B,Yes,6
481850,7,Correct,2B,Yes,6
481850,8,Correct,1B,Yes,6
481850,9,Correct,8B,Yes,6
481850,10,Correct,2B,Yes,6
481850,11,Correct,8B,Yes,6
481850,12,Correct,2B,Yes,6
481850,13,Correct,1B,Yes,6
481850,14,Correct,2B,Yes,6
481850,15,Correct,1B,Yes,6
481850,16,Correct,8B,Yes,6
481850,17,Incorrect,2B,Yes,6
481850,18,Correct,8B,Yes,6
481850,19,Correct,2B,Yes,6
481850,20,Correct,2B,Yes,6
481850,21,Incorrect,2B,Yes,6
481850,22,Correct,8B,Yes,6
481850,23,Correct,8B,Yes,6
481850,24,Incorrect,1B,Yes,6
481850,25,Correct,1B,Yes,6
481850,26,Correct,1B,Yes,6
481850,27,Correct,8B,Yes,6
481850,28,Correct,8B,Yes,6
481850,29,Correct,2B,Yes,6
481850,30,Correct,2B,Yes,6
481866,1,Correct,2B,No,NA
481866,2,Incorrect,1B,No,NA
481866,3,Correct,1B,No,NA
481866,4,Correct,8B,No,NA
481866,5,Correct,1B,No,NA
481866,6,Correct,8B,No,NA
481866,7,Correct,1B,No,NA
481866,8,Correct,8B,No,NA
481866,9,Correct,1B,No,NA
481866,10,Incorrect,8B,No,NA
481866,11,Correct,1B,No,NA
481866,12,Correct,8B,No,NA
481866,13,Correct,2B,No,NA
481866,14,Incorrect,2B,No,NA
481866,15,Correct,1B,No,NA
481866,16,Correct,8B,No,NA
481866,17,Correct,2B,No,NA
481866,18,Correct,8B,No,NA
481866,19,Correct,2B,No,NA
481866,20,Correct,1B,No,NA
481866,21,Incorrect,1B,No,NA
481866,22,Correct,8B,No,NA
481866,23,Incorrect,2B,No,NA
481866,24,Correct,8B,No,NA
481866,25,Incorrect,2B,No,NA
481866,26,Correct,2B,No,NA
481866,27,Incorrect,1B,No,NA
481866,28,Correct,2B,No,NA
481866,29,Correct,8B,No,NA
481866,30,Correct,2B,No,NA
481883,1,Correct,8B,No,NA
481883,2,Correct,2B,No,NA
481883,3,Correct,2B,No,NA
481883,4,Correct,1B,No,NA
481883,5,Correct,8B,No,NA
481883,6,Incorrect,8B,No,NA
481883,7,Correct,2B,No,NA
481883,8,Correct,2B,No,NA
481883,9,Correct,1B,No,NA
481883,10,Correct,8B,No,NA
481883,11,Correct,8B,No,NA
481883,12,Incorrect,1B,No,NA
481883,13,Correct,2B,No,NA
481883,14,Correct,8B,No,NA
481883,15,Correct,1B,No,NA
481883,16,Correct,2B,No,NA
481883,17,Incorrect,1B,No,NA
481883,18,Incorrect,1B,No,NA
481883,19,Incorrect,8B,No,NA
481883,20,Incorrect,1B,No,NA
481883,21,Correct,1B,No,NA
481883,22,Correct,1B,No,NA
481883,23,Incorrect,1B,No,NA
481883,24,Correct,8B,No,NA
481883,25,Correct,8B,No,NA
481883,26,Correct,8B,No,NA
481883,27,Correct,2B,No,NA
481883,28,Incorrect,2B,No,NA
481883,29,Incorrect,2B,No,NA
481883,30,Incorrect,2B,No,NA
481900,1,Correct,2B,Yes,12
481900,2,Correct,8B,Yes,12
481900,3,Correct,2B,Yes,12
481900,4,Correct,8B,Yes,12
481900,5,Correct,2B,Yes,12
481900,6,Correct,1B,Yes,12
481900,7,Incorrect,1B,Yes,12
481900,8,Incorrect,2B,Yes,12
481900,9,Correct,8B,Yes,12
481900,10,Correct,2B,Yes,12
481900,11,Correct,8B,Yes,12
481900,12,Correct,2B,Yes,12
481900,13,Incorrect,1B,Yes,12
481900,14,Correct,2B,Yes,12
481900,15,NA,8B,Yes,12
481900,16,Correct,1B,Yes,12
481900,17,Correct,8B,Yes,12
481900,18,Correct,1B,Yes,12
481900,19,Correct,8B,Yes,12
481900,20,Correct,8B,Yes,12
481900,21,Correct,8B,Yes,12
481900,22,Incorrect,1B,Yes,12
481900,23,Correct,1B,Yes,12
481900,24,Correct,8B,Yes,12
481900,25,Correct,1B,Yes,12
481900,26,Correct,2B,Yes,12
481900,27,Correct,1B,Yes,12
481900,28,Correct,2B,Yes,12
481900,29,Correct,1B,Yes,12
481900,30,Correct,2B,Yes,12
482205,1,Correct,8B,No,NA
482205,2,Correct,8B,No,NA
482205,3,Correct,8B,No,NA
482205,4,Correct,1B,No,NA
482205,5,Incorrect,1B,No,NA
482205,6,Incorrect,2B,No,NA
482205,7,Correct,1B,No,NA
482205,8,Incorrect,2B,No,NA
482205,9,Correct,8B,No,NA
482205,10,Incorrect,8B,No,NA
482205,11,Correct,8B,No,NA
482205,12,Correct,1B,No,NA
482205,13,Correct,8B,No,NA
482205,14,Correct,2B,No,NA
482205,15,Correct,8B,No,NA
482205,16,Incorrect,1B,No,NA
482205,17,Correct,2B,No,NA
482205,18,Incorrect,1B,No,NA
482205,19,Correct,2B,No,NA
482205,20,Correct,1B,No,NA
482205,21,Incorrect,8B,No,NA
482205,22,Correct,2B,No,NA
482205,23,Incorrect,1B,No,NA
482205,24,Incorrect,1B,No,NA
482205,25,Correct,2B,No,NA
482205,26,Correct,8B,No,NA
482205,27,Incorrect,2B,No,NA
482205,28,Correct,2B,No,NA
482205,29,Incorrect,1B,No,NA
482205,30,Correct,2B,No,NA
483506,1,Incorrect,1B,Yes,8
483506,2,Correct,2B,Yes,8
483506,3,Correct,8B,Yes,8
483506,4,Correct,8B,Yes,8
483506,5,Correct,2B,Yes,8
483506,6,Incorrect,1B,Yes,8
483506,7,Correct,8B,Yes,8
483506,8,Correct,2B,Yes,8
483506,9,Incorrect,1B,Yes,8
483506,10,Correct,8B,Yes,8
483506,11,Incorrect,1B,Yes,8
483506,12,Correct,2B,Yes,8
483506,13,Incorrect,1B,Yes,8
483506,14,Correct,8B,Yes,8
483506,15,Correct,1B,Yes,8
483506,16,Correct,1B,Yes,8
483506,17,Correct,8B,Yes,8
483506,18,Correct,8B,Yes,8
483506,19,Incorrect,2B,Yes,8
483506,20,Incorrect,1B,Yes,8
483506,21,Correct,2B,Yes,8
483506,22,Incorrect,1B,Yes,8
483506,23,Correct,2B,Yes,8
483506,24,Correct,8B,Yes,8
483506,25,Correct,8B,Yes,8
483506,26,Correct,2B,Yes,8
483506,27,Correct,2B,Yes,8
483506,28,Correct,1B,Yes,8
483506,29,Correct,8B,Yes,8
483506,30,Correct,2B,Yes,8
483514,1,Correct,8B,Yes,NA
483514,2,Correct,8B,Yes,NA
483514,3,Incorrect,1B,Yes,NA
483514,4,Incorrect,8B,Yes,NA
483514,5,Incorrect,2B,Yes,NA
483514,6,Correct,8B,Yes,NA
483514,7,Incorrect,1B,Yes,NA
483514,8,Incorrect,8B,Yes,NA
483514,9,Correct,1B,Yes,NA
483514,10,Correct,2B,Yes,NA
483514,11,Correct,1B,Yes,NA
483514,12,Incorrect,1B,Yes,NA
483514,13,Incorrect,1B,Yes,NA
483514,14,Correct,1B,Yes,NA
483514,15,Correct,2B,Yes,NA
483514,16,Incorrect,1B,Yes,NA
483514,17,Correct,2B,Yes,NA
483514,18,Correct,8B,Yes,NA
483514,19,Correct,8B,Yes,NA
483514,20,Correct,1B,Yes,NA
483514,21,Correct,2B,Yes,NA
483514,22,Incorrect,8B,Yes,NA
483514,23,Correct,2B,Yes,NA
483514,24,Incorrect,1B,Yes,NA
483514,25,Correct,2B,Yes,NA
483514,26,Correct,2B,Yes,NA
483514,27,Correct,8B,Yes,NA
483514,28,Correct,2B,Yes,NA
483514,29,Correct,8B,Yes,NA
483514,30,Correct,2B,Yes,NA
483527,1,Correct,2B,No,NA
483527,2,Incorrect,1B,No,NA
483527,3,Incorrect,8B,No,NA
483527,4,Correct,2B,No,NA
483527,5,Correct,8B,No,NA
483527,6,Correct,8B,No,NA
483527,7,Correct,1B,No,NA
483527,8,Correct,2B,No,NA
483527,9,Correct,8B,No,NA
483527,10,NA,1B,No,NA
483527,11,Correct,2B,No,NA
483527,12,Correct,1B,No,NA
483527,13,Correct,8B,No,NA
483527,14,Incorrect,8B,No,NA
483527,15,Correct,8B,No,NA
483527,16,Incorrect,2B,No,NA
483527,17,Incorrect,1B,No,NA
483527,18,Correct,8B,No,NA
483527,19,Incorrect,2B,No,NA
483527,20,Correct,2B,No,NA
483527,21,Correct,2B,No,NA
483527,22,Correct,8B,No,NA
483527,23,Correct,1B,No,NA
483527,24,Incorrect,1B,No,NA
483527,25,Correct,1B,No,NA
483527,26,Incorrect,2B,No,NA
483527,27,Correct,2B,No,NA
483527,28,Correct,1B,No,NA
483527,29,Incorrect,1B,No,NA
483527,30,Correct,8B,No,NA
483528,1,Correct,2B,No,NA
483528,2,Incorrect,1B,No,NA
483528,3,Correct,1B,No,NA
483528,4,Correct,8B,No,NA
483528,5,Correct,8B,No,NA
483528,6,Correct,1B,No,NA
483528,7,Correct,8B,No,NA
483528,8,Correct,2B,No,NA
483528,9,Correct,2B,No,NA
483528,10,Correct,2B,No,NA
483528,11,Correct,1B,No,NA
483528,12,Incorrect,8B,No,NA
483528,13,Correct,1B,No,NA
483528,14,Incorrect,1B,No,NA
483528,15,Correct,8B,No,NA
483528,16,Incorrect,2B,No,NA
483528,17,Correct,1B,No,NA
483528,18,Correct,8B,No,NA
483528,19,Correct,1B,No,NA
483528,20,Incorrect,2B,No,NA
483528,21,Incorrect,1B,No,NA
483528,22,Correct,2B,No,NA
483528,23,Correct,2B,No,NA
483528,24,Incorrect,8B,No,NA
483528,25,Incorrect,2B,No,NA
483528,26,Correct,8B,No,NA
483528,27,Correct,8B,No,NA
483528,28,Correct,2B,No,NA
483528,29,Correct,1B,No,NA
483528,30,Correct,8B,No,NA
484183,2,Correct,1B,Yes,12
484183,6,Correct,1B,Yes,12
484183,7,Correct,1B,Yes,12
484183,11,Correct,1B,Yes,12
484183,12,Correct,1B,Yes,12
484183,13,Incorrect,1B,Yes,12
484183,16,Correct,1B,Yes,12
484183,20,Correct,1B,Yes,12
484183,23,Incorrect,1B,Yes,12
484183,26,Incorrect,1B,Yes,12
484183,3,Correct,2B,Yes,12
484183,4,Correct,2B,Yes,12
484183,8,Correct,2B,Yes,12
484183,10,NA,2B,Yes,12
484183,14,Correct,2B,Yes,12
484183,19,Correct,2B,Yes,12
484183,21,Correct,2B,Yes,12
484183,25,Incorrect,2B,Yes,12
484183,28,Correct,2B,Yes,12
484183,30,Correct,2B,Yes,12
484183,1,Correct,8B,Yes,12
484183,5,Correct,8B,Yes,12
484183,9,Correct,8B,Yes,12
484183,15,Correct,8B,Yes,12
484183,17,Correct,8B,Yes,12
484183,18,Correct,8B,Yes,12
484183,22,Correct,8B,Yes,12
484183,24,Correct,8B,Yes,12
484183,27,Correct,8B,Yes,12
484183,29,Correct,8B,Yes,12
610499,1,Correct,8B,No,NA
610499,2,Correct,2B,No,NA
610499,3,Correct,8B,No,NA
610499,4,Correct,8B,No,NA
610499,5,Correct,2B,No,NA
610499,6,Correct,1B,No,NA
610499,7,Correct,1B,No,NA
610499,8,Correct,2B,No,NA
610499,9,Correct,1B,No,NA
610499,10,Correct,1B,No,NA
610499,11,Correct,8B,No,NA
610499,12,Correct,1B,No,NA
610499,13,Incorrect,8B,No,NA
610499,14,Correct,1B,No,NA
610499,15,Incorrect,2B,No,NA
610499,16,Correct,1B,No,NA
610499,17,Correct,2B,No,NA
610499,18,Incorrect,2B,No,NA
610499,19,Correct,2B,No,NA
610499,20,Correct,1B,No,NA
610499,21,Correct,1B,No,NA
610499,22,Correct,8B,No,NA
610499,23,Incorrect,8B,No,NA
610499,24,Incorrect,2B,No,NA
610499,25,Correct,8B,No,NA
610499,26,Correct,8B,No,NA
610499,27,Incorrect,2B,No,NA
610499,28,Correct,8B,No,NA
610499,29,Incorrect,2B,No,NA
610499,30,Correct,1B,No,NA
616146,1,Correct,8B,No,NA
616146,2,Correct,8B,No,NA
616146,3,Correct,8B,No,NA
616146,4,Incorrect,1B,No,NA
616146,5,Correct,8B,No,NA
616146,6,Correct,2B,No,NA
616146,7,Correct,2B,No,NA
616146,8,Correct,1B,No,NA
616146,9,Incorrect,2B,No,NA
616146,10,Incorrect,1B,No,NA
616146,11,Incorrect,1B,No,NA
616146,12,Incorrect,2B,No,NA
616146,13,Correct,2B,No,NA
616146,14,Correct,8B,No,NA
616146,15,Correct,2B,No,NA
616146,16,Correct,8B,No,NA
616146,17,Correct,8B,No,NA
616146,18,Correct,1B,No,NA
616146,19,Incorrect,2B,No,NA
616146,20,Correct,2B,No,NA
616146,21,Correct,8B,No,NA
616146,22,Incorrect,1B,No,NA
616146,23,Correct,1B,No,NA
616146,24,Correct,8B,No,NA
616146,25,Correct,8B,No,NA
616146,26,Correct,1B,No,NA
616146,27,Correct,2B,No,NA
616146,28,Correct,1B,No,NA
616146,29,NA,2B,No,NA
616146,30,Correct,1B,No,NA
