9,Prediction3,4,Prediction_3,8,43,Second,3_1B_prediction_8.mp3,5,correct_left,Incorrect,1225,1B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,9,54,Second,3_1B_prediction_9.mp3,6,incorrect_left,Correct,692,1B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,11,47,Second,4_1B_prediction_6.mp3,5,correct_left,Incorrect,515,1B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,15,51,First,3_1B_prediction_6.mp3,6,incorrect_left,Incorrect,690,1B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,16,50,First,4_8B_prediction_9.mp3,5,correct_left,Correct,596,1B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,18,46,Second,4_1B_prediction_5.mp3,5,correct_left,Incorrect,698,1B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,19,52,First,3_1B_prediction_7.mp3,6,incorrect_left,Incorrect,655,1B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,22,49,Second,4_1B_prediction_8.mp3,5,correct_left,Incorrect,754,1B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,27,58,First,4_1B_prediction_7.mp3,6,incorrect_left,Incorrect,469,1B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,30,45,Second,3_1B_prediction_10.mp3,5,correct_left,Incorrect,595,1B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,1,21,First,3_2B_prediction_6.mp3,3,correct_left,Correct,689,2B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,4,29,First,4_2B_prediction_8.mp3,3,correct_left,Correct,609,2B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,5,34,Second,3_2B_prediction_9.mp3,4,incorrect_left,Correct,608,2B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,12,26,First,4_2B_prediction_5.mp3,3,correct_left,Correct,551,2B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,14,25,First,3_2B_prediction_10.mp3,3,correct_left,Correct,635,2B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,17,38,First,4_2B_prediction_7.mp3,4,incorrect_left,Incorrect,714,2B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,23,40,First,4_2B_prediction_9.mp3,4,incorrect_left,Incorrect,593,2B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,26,32,First,3_2B_prediction_7.mp3,4,incorrect_left,Incorrect,451,2B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,28,37,Second,4_2B_prediction_6.mp3,4,incorrect_left,Correct,715,2B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,29,33,First,3_2B_prediction_8.mp3,4,incorrect_left,Incorrect,555,2B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
9,Prediction3,4,Prediction_3,2,15,Second,3_8B_prediction_2.mp3,2,incorrect_left,Correct,499,8B,,,,,,,yes,,,2021-12-25T02:10:17.000Z,342264,group_9,378335,Prediction3/Open2,1,2021-12-25T01:25:06.000Z,,,,not measured,,TRUE
