Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,ab_pitch,age_range,answer,best_instru,choice,clip,correct_incorrect_mem_1,response,responseTime,scramble_m_1,correct_incorrect_p_1,correct_incorrect_p_2,correct_incorrect_p_3,correct_incorrect_practice_m,correct_incorrect_practice_p,correctCount,decision,earworm,errorCount,exampleCount,familiarity,fileArray,filePick,Frequenc,genre,genre_3,genre_4,hour,imagery,imagery_2,Instr,isCorrect,listen_time,music_theory,name_instru,nrErrors,num_instru,participant_choice,participant_choice_2,participant_choice2,participant_spacePress,participant_spacePress2,played_notplayed,practice_catseg_scramble,prolific_ID,prolific_ID_copy_30d1,relative_pitch,response_seg,response_seg2,response_Time2,retestCount,scramble_cat_1,scramble_cat_3,scramble_cat_4,scramble_catseg_4,scramble_level,scramble_m_2,scramble_m_3,scramble_open_3,scramble_p_1,scramble_p_2,scramble_p_3,set1response,soundName,strategy,time_atClipStart1,toneSequence,always_fullscreen,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
7,HP_Screen,2,imported_HP Trials,1,4,,,,,,,,choice 3,,,,,,,,,,,0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp4.3.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp4.3.flac,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
7,HP_Screen,2,imported_HP Trials,2,2,,,,,,,,choice 1,,,,,,,,,,,0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp2.1.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp2.1.flac,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
7,HP_Screen,2,imported_HP Trials,3,3,,,,,,,,choice 3,,,,,,,,,,,0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp6.3.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp6.3.flac,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
7,HP_Screen,2,imported_HP Trials,4,5,,,,,,,,choice 3,,,,,,,,,,,0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp3.3.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp3.3.flac,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
7,HP_Screen,2,imported_HP Trials,5,6,,,,,,,,choice 3,,,,,,,,,,,0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp2.3.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp2.3.flac,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
7,HP_Screen,2,imported_HP Trials,6,1,,,,,,,,choice 2,,,,,,,,,,,0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp2.2.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp2.2.flac,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
7,HP_Screen,3,imported_HP Evaluation,1,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,2,Practice_Memory,1,6,,,,,,,,,,,,,,incorrect_correc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,2,Practice_Memory,2,1,,,,,First,,,Correct,918,,,,,correct_incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,2,Practice_Memory,3,5,,,,,Second,,,Correct,738,,,,,incorrect_correc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,3,Ready?,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,2,50,,,,,First,3_1B_memory_5.mp3,correct_left,Correct,567,1B,0.666666667,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,6,59,,,,,Second,3_1B_memory_4.mp3,incorrect_left,Correct,730,1B,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,9,55,,,,,Second,2_1B_memory_5.mp3,incorrect_left,Correct,1589,1B,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,11,53,,,,,Second,2_1B_memory_3.mp3,incorrect_left,Correct,570,1B,0.733333333,0.733333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,13,41,,,,,First,2_1B_memory_1.mp3,correct_left,Correct,704,1B,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,18,57,,,,,Second,3_1B_memory_2.mp3,incorrect_left,Correct,736,1B,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,21,54,,,,,Second,2_1B_memory_4.mp3,incorrect_left,Correct,685,1B,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,22,42,,,,,First,2_1B_memory_2.mp3,correct_left,Correct,657,1B,897.4,897.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,24,56,,,,,Second,3_1B_memory_1.mp3,incorrect_left,Correct,486,1B,1023.6,1023.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,27,48,,,,,First,3_1B_memory_3.mp3,correct_left,Correct,592,1B,731.6,731.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,4,25,,,,,First,2_2B_memory_5.mp3,correct_left,Correct,678,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,5,37,,,,,Second,3_2B_memory_2.mp3,incorrect_left,Correct,2647,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,10,22,,,,,Second,2_2B_memory_2.mp3,correct_left,Incorrect,557,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,14,29,,,,,First,3_2B_memory_4.mp3,correct_left,Correct,970,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,16,33,,,,,First,2_2B_memory_3.mp3,incorrect_left,Incorrect,689,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,19,24,,,,,First,2_2B_memory_4.mp3,correct_left,Correct,1139,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,20,31,,,,,First,2_2B_memory_1.mp3,incorrect_left,Incorrect,669,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,25,26,,,,,First,3_2B_memory_1.mp3,correct_left,Correct,635,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,26,40,,,,,First,3_2B_memory_5.mp3,incorrect_left,Incorrect,1623,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,30,38,,,,,Second,3_2B_memory_3.mp3,incorrect_left,Correct,629,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,1,8,,,,,First,3_8B_memory_3.mp3,correct_left,Correct,673,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,3,5,,,,,First,2_8B_memory_5.mp3,correct_left,Correct,505,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,7,14,,,,,Second,2_8B_memory_4.mp3,incorrect_left,Correct,600,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,8,7,,,,,Second,3_8B_memory_2.mp3,correct_left,Incorrect,1426,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,12,19,,,,,First,3_8B_memory_4.mp3,incorrect_left,Incorrect,1193,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,15,10,,,,,Second,3_8B_memory_5.mp3,correct_left,Incorrect,744,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,17,12,,,,,Second,2_8B_memory_2.mp3,incorrect_left,Correct,708,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,23,3,,,,,First,2_8B_memory_3.mp3,correct_left,Correct,630,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,28,16,,,,,Second,3_8B_memory_1.mp3,incorrect_left,Correct,1093,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,29,1,,,,,Second,2_8B_memory_1.mp3,correct_left,Incorrect,1402,8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
9,Memory 1,1,Instructions_Memory,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
11,OpenEndedSeg_4,1,Instructions_Open,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
11,OpenEndedSeg_4,2,Practice_OpenEnded,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661971822073;1661971824256---values=25108;27290""",,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
11,OpenEndedSeg_4,3,Ready?,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
11,OpenEndedSeg_4,4,OpenEndedSeg_4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661971883553;1661971968498;1661971971389;1661971974401;1661971974694;1661971977570;1661971980232;1661971986259;1661972000664---values=;18407;21298;24310;24603;27479;30141;36168;50573""",,,,,,,,,,,,intact,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
11,OpenEndedSeg_4,4,OpenEndedSeg_4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661972026891;1661972042567;1661972051342;1661972067906---values=9782;25458;34232;50797""","""times=1661972017106;1661972093450;1661972101657;1661972109247;1661972117401;1661972133138---values=;9332;17539;25129;33283;49020""",,,,,,,,,,,,intact,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
11,OpenEndedSeg_4,4,OpenEndedSeg_4,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661972151505;1661972156966;1661972162912;1661972164929;1661972168419;1661972172319;1661972176948;1661972180664;1661972184711;1661972192114;1661972201574;1661972204584;1661972208405;1661972212934---values=;5458;11404;13421;16911;20811;25439;29156;33203;40606;50066;53076;56897;61425""","""times=1661972151505;1661972222602;1661972227318;1661972231030;1661972234650;1661972238724;1661972243343;1661972246756;1661972251417;1661972258743;1661972267250;1661972270686;1661972274737---values=;4483;9199;12911;16531;20605;25224;28637;33298;40624;49131;52567;56618""",,,,,,,,,,,,2B,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
11,OpenEndedSeg_4,4,OpenEndedSeg_4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661972285144;1661972294699;1661972301940;1661972307030;1661972313615;1661972329816---values=;9552;16793;21883;28468;44669""","""times=1661972285144;1661972357808;1661972365196;1661972370064;1661972376733;1661972386700;1661972393250---values=;9470;16857;21726;28395;38362;44912""",,,,,,,,,,,,8B,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
11,OpenEndedSeg_4,4,OpenEndedSeg_4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661972411947;1661972444548;1661972461789---values=;32597;49838""","""times=1661972411947;1661972511465;1661972520616;1661972520879;1661972527809---values=;32413;41565;41828;48758""",,,,,,,,,,,,8B,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
11,OpenEndedSeg_4,4,OpenEndedSeg_4,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""times=1661972546590;1661972553301;1661972555879;1661972563280;1661972568509;1661972571488;1661972576051;1661972579442;1661972584181;1661972585815;1661972587077;1661972588807;1661972590783;1661972594895;1661972596833;1661972598810---values=;6707;9286;16687;21916;24895;29458;32849;37588;39222;40484;42213;44190;48302;50240;52217""","""times=1661972546590;1661972615883;1661972618580;1661972626213;1661972631381;1661972634451;1661972638665;1661972642249;1661972650516;1661972654394;1661972662280---values=;6164;8861;16494;21661;24732;28946;32530;40797;44675;52561""",,,,,,,,,,,,2B,,,,,,,,,,,,,,,yes,,,2022-08-31T19:09:33.000Z,481795,group_1,550655,Memory1/Open4,1,2022-08-31T18:26:12.000Z,,,,not measured,,TRUE
