Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,ab_pitch,age_range,answer,best_instru,choice,clip,Condition_Id,conditions,consent,correct_incorrect_m_2,correct_incorrect_m_3,correct_incorrect_mem_1,correct_incorrect_p_1,correct_incorrect_p_2,correct_incorrect_p_3,correct_incorrect_practice_m,correct_incorrect_practice_p,correctCount,decision,earworm,errorCount,exampleCount,familiarity,fileArray,filePick,Frequenc,genre,genre_3,genre_4,hour,imagery,imagery_2,Instr,isCorrect,listen_time,music_theory,name_instru,nrErrors,num_instru,participant_choice,participant_choice_2,participant_choice2,participant_spacePress,participant_spacePress2,played_notplayed,practice_catseg_scramble,prolific_ID,prolific_ID_copy_30d1,relative_pitch,response,response_seg,response_seg2,response_Time2,responseTime,retestCount,scramble_cat_1,scramble_cat_3,scramble_cat_4,scramble_catseg_4,scramble_level,scramble_m_1,scramble_m_2,scramble_m_3,scramble_open_3,scramble_p_1,scramble_p_2,scramble_p_3,set1response,soundName,strategy,time_atClipStart1,toneSequence,always_fullscreen,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
2,Consent,1,Consent,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5faa6cab8ac7a937a5240fcb,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
6,AP_Screen,2,imported_AP_headphone test,1,5,,,,,,,5,,,,,,,,,,,,two,,,,,,,,,,,,,,,TRUE,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O_S_I,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
6,AP_Screen,2,imported_AP_headphone test,2,3,,,,,,,3,,,,,,,,,,,,one,,,,,,,,,,,,,,,TRUE,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_O_I,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
6,AP_Screen,2,imported_AP_headphone test,3,6,,,,,,,6,,,,,,,,,,,,three,,,,,,,,,,,,,,,TRUE,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O_I_S,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
6,AP_Screen,2,imported_AP_headphone test,4,1,,,,,,,1,,,,,,,,,,,,three,,,,,,,,,,,,,,,TRUE,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I_O_S,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
6,AP_Screen,2,imported_AP_headphone test,5,4,,,,,,,4,,,,,,,,,,,,one,,,,,,,,,,,,,,,TRUE,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_I_O,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
6,AP_Screen,2,imported_AP_headphone test,6,2,,,,,,,2,,,,,,,,,,,,two,,,,,,,,,,,,,,,TRUE,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I_S_O,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
6,AP_Screen,3,imported_AP_eval,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
4,GenInstructMemCat,1,InstructionsMemCat,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
6,AP_Screen,1,imported_AP_instruction,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
7,HP_Screen,1,imported_HP Instructions,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
7,HP_Screen,2,imported_HP Trials,1,5,,,,,,,1,,,,,,,,,,,,,,0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp6.1.flac,,,,,,,,,,,,,,,,,,,,,,,,,choice 1,,,,,,,,,,,,,,,,,,,hp6.1.flac,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
7,HP_Screen,2,imported_HP Trials,2,3,,,,,,,1,,,,,,,,,,,,,,0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp2.3.flac,,,,,,,,,,,,,,,,,,,,,,,,,choice 3,,,,,,,,,,,,,,,,,,,hp2.3.flac,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
7,HP_Screen,2,imported_HP Trials,3,4,,,,,,,1,,,,,,,,,,,,,,0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp4.1.flac,,,,,,,,,,,,,,,,,,,,,,,,,choice 1,,,,,,,,,,,,,,,,,,,hp4.1.flac,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
7,HP_Screen,2,imported_HP Trials,4,6,,,,,,,1,,,,,,,,,,,,,,0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp6.3.flac,,,,,,,,,,,,,,,,,,,,,,,,,choice 3,,,,,,,,,,,,,,,,,,,hp6.3.flac,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
7,HP_Screen,2,imported_HP Trials,5,2,,,,,,,1,,,,,,,,,,,,,,0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp2.1.flac,,,,,,,,,,,,,,,,,,,,,,,,,choice 1,,,,,,,,,,,,,,,,,,,hp2.1.flac,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
7,HP_Screen,2,imported_HP Trials,6,1,,,,,,,1,,,,,,,,,,,,,,0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp3.3.flac,,,,,,,,,,,,,,,,,,,,,,,,,choice 3,,,,,,,,,,,,,,,,,,,hp3.3.flac,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
7,HP_Screen,3,imported_HP Evaluation,1,1,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
9,Memory 1,1,Instructions_Memory,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
9,Memory 1,2,Practice_Memory,1,4,,,,,,,2,,,,,,,,,incorrect_correc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
9,Memory 1,2,Practice_Memory,2,3,,,,,First,,1,,,,,,,,,correct_incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,652,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
9,Memory 1,2,Practice_Memory,3,2,,,,,First,,1,,,,,,,,,correct_incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,671,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
9,Memory 1,3,Ready?,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,1,52,,,,,Second,2_1B_memory_2.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,574,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,2,46,,,,,First,3_1B_memory_1.mp3,5,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1126,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
9,Memory 1,4,Memory_1,3,60,,,,,First,3_1B_memory_5.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,568,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-08-31T21:43:30.000Z,481899,group_4,550770,Memory1/Cat.4,1,2022-08-31T20:51:31.000Z,,,,not measured,,TRUE
